품목,등급,단량,단위,평균가
가죽나물(가죽나물(일반)),없음              ,4,kg,32000
가죽나물(가죽나물(일반)),특(1등            ,2,kg,14000
가죽나물(가죽나물(일반)),없음              ,4,kg,25000
가죽나물(가죽나물(일반)),없음              ,4,kg,25000
가죽나물(가죽나물(일반)),없음              ,4,kg,30000
가죽나물(가죽나물(일반)),특(1등            ,4,kg,35000
가죽나물(가죽나물(일반)),특(1등            ,4,kg,23000
가죽나물(기타),특(1등            ,2,kg,25000
가죽나물(기타),특(1등            ,2,kg,14000
가죽나물(기타),특(1등            ,3,kg,25000
가죽나물(기타),특(1등            ,1.7,kg,6000
가죽나물(기타),특(1등            ,2,kg,8000
가죽나물(참죽나물),특(1등            ,2,kg,23000
가지(가지(일반)),특(1등            ,5,kg,15233
가지(가지(일반)),상(2등            ,5,kg,11093
가지(가지(일반)),보통(3            ,5,kg,10000
가지(가지(일반)),특(1등            ,5,kg,15739
가지(가지(일반)),상(2등            ,5,kg,11486
가지(가지(일반)),보통(3            ,5,kg,8692
가지(가지(일반)),특(1등            ,10,kg,28000
가지(가지(일반)),특(1등            ,5,kg,17506
가지(가지(일반)),상(2등            ,5,kg,12464
가지(가지(일반)),보통(3            ,5,kg,9400
가지(가지(일반)),없음              ,8,kg,18000
가지(가지(일반)),특(1등            ,5,kg,15681
가지(가지(일반)),상(2등            ,5,kg,12455
가지(가지(일반)),보통(3            ,5,kg,9944
가지(가지(일반)),특(1등            ,5,kg,17473
가지(가지(일반)),상(2등            ,5,kg,11892
가지(가지(일반)),보통(3            ,5,kg,7800
가지(가지(일반)),특(1등            ,5,kg,16335
가지(가지(일반)),상(2등            ,5,kg,12021
가지(가지(일반)),보통(3            ,5,kg,8333
가지(가지(일반)),없음              ,8,kg,25000
가지(가지(일반)),상(2등            ,10,kg,32000
가지(가지(일반)),특(1등            ,5,kg,17051
가지(가지(일반)),상(2등            ,5,kg,11704
가지(가지(일반)),보통(3            ,5,kg,9278
가지(가지(일반)),없음              ,8,kg,20000
가지(가지(일반)),상(2등            ,10,kg,26000
가지(가지(일반)),특(1등            ,5,kg,15288
가지(가지(일반)),상(2등            ,5,kg,11044
가지(가지(일반)),보통(3            ,5,kg,7727
가지(가지(일반)),특(1등            ,10,kg,33250
가지(가지(일반)),특(1등            ,5,kg,16330
가지(가지(일반)),상(2등            ,5,kg,12029
가지(가지(일반)),보통(3            ,5,kg,12200
가지(가지(일반)),특(1등            ,10,kg,33250
가지(가지(일반)),특(1등            ,5,kg,17860
가지(가지(일반)),상(2등            ,5,kg,14792
가지(가지(일반)),보통(3            ,5,kg,10000
가지(가지(일반)),특(1등            ,10,kg,41176
가지(가지(일반)),상(2등            ,10,kg,30500
가지(가지(일반)),특(1등            ,5,kg,17437
가지(가지(일반)),보통(3            ,5,kg,13704
가지(가지(일반)),특(1등            ,10,kg,39448
가지(가지(일반)),상(2등            ,10,kg,27818
가지(가지(일반)),보통(3            ,10,kg,22000
가지(가지(일반)),특(1등            ,5,kg,19049
가지(가지(일반)),상(2등            ,5,kg,13500
가지(가지(일반)),보통(3            ,5,kg,9250
가지(가지(일반)),특(1등            ,5,kg,18907
가지(가지(일반)),상(2등            ,5,kg,14297
가지(가지(일반)),보통(3            ,5,kg,10000
가지(가지(일반)),없음              ,8,kg,25000
가지(가지(일반)),특(1등            ,5,kg,15818
가지(가지(일반)),상(2등            ,5,kg,12428
가지(가지(일반)),보통(3            ,5,kg,9364
가지(가지(일반)),특(1등            ,5,kg,14648
가지(가지(일반)),상(2등            ,5,kg,11287
가지(가지(일반)),보통(3            ,5,kg,8857
가지(가지(일반)),특(1등            ,5,kg,12446
가지(가지(일반)),상(2등            ,5,kg,8413
가지(가지(일반)),보통(3            ,5,kg,5778
가지(가지(일반)),특(1등            ,10,kg,27378
가지(가지(일반)),상(2등            ,10,kg,18500
가지(가지(일반)),특(1등            ,5,kg,12339
가지(가지(일반)),상(2등            ,5,kg,8666
가지(가지(일반)),보통(3            ,5,kg,6071
가지(가지(일반)),특(1등            ,5,kg,12724
가지(가지(일반)),보통(3            ,5,kg,5786
가지(가지(일반)),특(1등            ,10,kg,26000
가지(가지(일반)),특(1등            ,5,kg,12414
가지(가지(일반)),상(2등            ,5,kg,7167
가지(가지(일반)),보통(3            ,5,kg,4769
가지(가지(일반)),특(1등            ,10,kg,27667
가지(가지(일반)),상(2등            ,10,kg,18500
가지(가지(일반)),특(1등            ,5,kg,14112
가지(가지(일반)),상(2등            ,5,kg,10816
가지(가지(일반)),보통(3            ,5,kg,8750
가지(가지(일반)),특(1등            ,10,kg,33077
가지(가지(일반)),상(2등            ,10,kg,22000
가지(가지(일반)),특(1등            ,5,kg,12743
가지(가지(일반)),상(2등            ,5,kg,9904
가지(가지(일반)),보통(3            ,5,kg,7600
가지(가지(일반)),특(1등            ,5,kg,12665
가지(가지(일반)),상(2등            ,5,kg,9590
가지(가지(일반)),보통(3            ,5,kg,7795
가지(가지(일반)),특(1등            ,10,kg,27971
가지(가지(일반)),상(2등            ,10,kg,19000
가지(가지(일반)),특(1등            ,5,kg,11616
가지(가지(일반)),상(2등            ,5,kg,8641
가지(가지(일반)),보통(3            ,5,kg,7378
가지(가지(일반)),특(1등            ,10,kg,24628
가지(가지(일반)),상(2등            ,10,kg,18000
가지(가지(일반)),특(1등            ,5,kg,10716
가지(가지(일반)),상(2등            ,5,kg,7440
가지(가지(일반)),보통(3            ,5,kg,6500
가지(가지(일반)),특(1등            ,10,kg,20425
가지(가지(일반)),상(2등            ,10,kg,15500
가지(가지(일반)),특(1등            ,5,kg,11425
가지(가지(일반)),상(2등            ,5,kg,7895
가지(가지(일반)),보통(3            ,5,kg,5133
가지(가지(일반)),특(1등            ,10,kg,25277
가지(가지(일반)),상(2등            ,10,kg,16667
가지(가지(일반)),특(1등            ,5,kg,11289
가지(가지(일반)),상(2등            ,5,kg,7757
가지(가지(일반)),보통(3            ,5,kg,5222
가지(가지(일반)),특(1등            ,10,kg,27432
가지(가지(일반)),상(2등            ,10,kg,16750
가지(가지(일반)),특(1등            ,5,kg,11294
가지(가지(일반)),상(2등            ,5,kg,7671
가지(가지(일반)),보통(3            ,5,kg,5500
가지(가지(일반)),특(1등            ,10,kg,10500
가지(가지(일반)),상(2등            ,10,kg,6500
가지(건가지),특(1등            ,1,kg,19000
감귤(기타),특(1등            ,3,kg,20000
감귤(기타),특(1등            ,5,kg,16146
감귤(기타),특(1등            ,0.5,kg,4500
감귤(기타),특(1등            ,3,kg,23096
감귤(기타),특(1등            ,5,kg,10955
감귤(기타),특(1등            ,5,kg,15696
감귤(기타),특(1등            ,3,kg,18568
감귤(기타),특(1등            ,5,kg,11094
감귤(기타),9등(등            ,5,kg,8000
감귤(기타),특(1등            ,3,kg,20000
감귤(기타),특(1등            ,5,kg,20505
감귤(기타),특(1등            ,3,kg,10306
감귤(기타),특(1등            ,3,kg,10129
감귤(기타),특(1등            ,5,kg,10575
감귤(기타),특(1등            ,5,kg,12056
감귤(기타),보통(3            ,5,kg,4000
감귤(기타),특(1등            ,3,kg,26000
감귤(기타),특(1등            ,0.5,kg,5300
감귤(기타),특(1등            ,3,kg,26875
감귤(기타),특(1등            ,0.5,kg,4400
감귤(기타),특(1등            ,3,kg,27768
감귤(기타),없음              ,11.3,kg,1000
감귤(기타),특(1등            ,11.3,kg,42000
감귤(기타),특(1등            ,0.5,kg,5300
감귤(기타),특(1등            ,3,kg,30900
감귤(기타),특(1등            ,0.5,kg,5200
감귤(기타),특(1등            ,3,kg,31662
감귤(기타),특(1등            ,0.5,kg,9783
감귤(기타),특(1등            ,3,kg,33533
감귤(기타),특(1등            ,0.5,kg,5500
감귤(기타),특(1등            ,3,kg,34000
감귤(기타),특(1등            ,5,kg,3393
감귤(기타),특(1등            ,0.5,kg,5700
감귤(기타),특(1등            ,3,kg,31350
감귤(기타),특(1등            ,0.5,kg,5700
감귤(기타),특(1등            ,3,kg,33000
감귤(천헤향),특(1등            ,3,kg,11540
감귤(천헤향),특(1등            ,5,kg,8600
감귤(천헤향),특(1등            ,9,kg,28885
감귤(천헤향),특(1등            ,3,kg,6357
감귤(천헤향),특(1등            ,5,kg,15143
감귤(천헤향),특(1등            ,10,kg,20237
감귤(카라향),상(2등            ,3,kg,15135
감귤(카라향),상(2등            ,5,kg,15725
감귤(카라향),특(1등            ,3,kg,18260
감귤(카라향),상(2등            ,3,kg,15413
감귤(카라향),특(1등            ,5,kg,9126
감귤(카라향),상(2등            ,5,kg,15153
감귤(카라향),상(2등            ,3,kg,17487
감귤(카라향),상(2등            ,5,kg,14061
감귤(카라향),특(1등            ,3,kg,13800
감귤(카라향),특(1등            ,5,kg,12049
감귤(카라향),특(1등            ,9,kg,26325
감귤(카라향),상(2등            ,5,kg,16625
감귤(카라향),특(1등            ,5,kg,11914
감귤(카라향),특(1등            ,9,kg,24475
감귤(카라향),특(1등            ,9,kg,18238
감귤(카라향),특(1등            ,3,kg,11000
감귤(카라향),특(1등            ,5,kg,4858
감귤(카라향),특(1등            ,9,kg,8761
감귤(카라향),상(2등            ,3,kg,12545
감귤(카라향),상(2등            ,5,kg,8247
감귤(하우스감귤),특(1등            ,3,kg,33000
감귤(하우스감귤),상(2등            ,3,kg,21526
감귤(하우스감귤),상(2등            ,10,kg,2700
감귤(하우스감귤),특(1등            ,0.5,kg,4500
감귤(하우스감귤),특(1등            ,5,kg,12000
감귤(하우스감귤),보통(3            ,5,kg,8500
감귤(하우스감귤),상(2등            ,3,kg,19132
감귤(하우스감귤),특(1등            ,3,kg,13000
감귤(하우스감귤),상(2등            ,10,kg,3500
감귤(하우스감귤),특(1등            ,0.5,kg,2725
감귤(하우스감귤),특(1등            ,3,kg,28000
감귤(하우스감귤),특(1등            ,3,kg,20595
감귤(하우스감귤),특(1등            ,5,kg,21500
감귤(하우스감귤),특(1등            ,3,kg,17861
감귤(하우스감귤),특(1등            ,9,kg,30000
감귤(하우스감귤),특(1등            ,10,kg,3500
감귤(하우스감귤),상(2등            ,3,kg,18202
감귤(하우스감귤),상(2등            ,10,kg,3500
감귤(하우스감귤),특(1등            ,3,kg,16900
감귤(하우스감귤),특(1등            ,0.5,kg,4500
감귤(하우스감귤),특(1등            ,3,kg,16900
감귤(하우스감귤),특(1등            ,3,kg,21574
감귤(하우스감귤),특(1등            ,3,kg,17927
감귤(하우스감귤),특(1등            ,1.5,kg,7346
감귤(하우스감귤),특(1등            ,3,kg,22831
감귤(하우스감귤),특(1등            ,5,kg,25000
감귤(하우스감귤),특(1등            ,3,kg,17302
감귤(하우스감귤),특(1등            ,3,kg,20833
감귤(하우스감귤),상(2등            ,3,kg,23571
감귤(하우스감귤),상(2등            ,10,kg,3500
감귤(하우스감귤),특(1등            ,1.5,kg,7000
감귤(하우스감귤),특(1등            ,3,kg,25000
감귤(하우스감귤),상(2등            ,3,kg,22440
감귤(하우스감귤),상(2등            ,10,kg,3400
감자(기타),특(1등            ,20,kg,27333
감자(기타),상(2등            ,20,kg,20000
감자(기타),특(1등            ,20,kg,64923
감자(기타),상(2등            ,20,kg,32000
감자(기타),보통(3            ,20,kg,20000
감자(기타),4등               ,20,kg,25000
감자(기타),특(1등            ,20,kg,61594
감자(기타),특(1등            ,20,kg,35000
감자(기타),특(1등            ,20,kg,33000
감자(기타),특(1등            ,20,kg,58452
감자(기타),상(2등            ,20,kg,26000
감자(기타),4등               ,20,kg,21000
감자(기타),특(1등            ,10,kg,29250
감자(기타),상(2등            ,10,kg,17000
감자(기타),보통(3            ,10,kg,10000
감자(기타),4등               ,10,kg,16000
감자(기타),4등               ,20,kg,22000
감자(기타),특(1등            ,10,kg,26466
감자(기타),상(2등            ,10,kg,16629
감자(기타),보통(3            ,10,kg,10314
감자(기타),4등               ,10,kg,15333
감자(기타),특(1등            ,10,kg,23065
감자(기타),상(2등            ,10,kg,15000
감자(기타),보통(3            ,10,kg,10000
감자(기타),4등               ,10,kg,16000
감자(기타),특(1등            ,10,kg,24844
감자(기타),상(2등            ,10,kg,15590
감자(기타),보통(3            ,10,kg,10056
감자(기타),4등               ,10,kg,13273
감자(기타),특(1등            ,20,kg,36571
감자(기타),상(2등            ,20,kg,27000
감자(기타),보통(3            ,20,kg,12000
감자(기타),9등(등            ,20,kg,23000
감자(기타),특(1등            ,10,kg,22178
감자(기타),상(2등            ,10,kg,11563
감자(기타),보통(3            ,10,kg,7000
감자(기타),4등               ,10,kg,5500
감자(기타),특(1등            ,10,kg,23549
감자(기타),상(2등            ,10,kg,12500
감자(기타),보통(3            ,10,kg,10000
감자(기타),4등               ,10,kg,18000
감자(기타),특(1등            ,20,kg,42427
감자(기타),상(2등            ,20,kg,28000
감자(기타),보통(3            ,20,kg,15000
감자(기타),4등               ,20,kg,23000
감자(기타),특(1등            ,10,kg,26713
감자(기타),상(2등            ,10,kg,11500
감자(기타),4등               ,10,kg,9500
감자(기타),특(1등            ,20,kg,30000
감자(기타),특(1등            ,10,kg,19647
감자(기타),상(2등            ,10,kg,10000
감자(기타),4등               ,10,kg,5000
감자(기타),특(1등            ,20,kg,47595
감자(기타),상(2등            ,20,kg,36817
감자(기타),보통(3            ,20,kg,21180
감자(기타),4등               ,20,kg,28526
감자(기타),특(1등            ,10,kg,28000
감자(기타),상(2등            ,10,kg,15000
감자(기타),보통(3            ,10,kg,24000
감자(기타),4등               ,10,kg,10000
감자(기타),특(1등            ,20,kg,46823
감자(기타),상(2등            ,20,kg,35000
감자(기타),보통(3            ,20,kg,28000
감자(기타),4등               ,20,kg,28000
감자(기타),없음              ,10,kg,8000
감자(기타),특(1등            ,10,kg,24500
감자(기타),특(1등            ,20,kg,49167
감자(기타),보통(3            ,20,kg,32000
감자(기타),4등               ,20,kg,24588
감자(기타),특(1등            ,10,kg,30000
감자(대지),없음              ,20,kg,30000
감자(대지),특(1등            ,20,kg,53562
감자(대지),보통(3            ,20,kg,32000
감자(대지),특(1등            ,20,kg,42513
감자(대지),보통(3            ,20,kg,19478
감자(대지),9등(등            ,20,kg,28000
감자(대지),없음              ,20,kg,15000
감자(대지),특(1등            ,20,kg,57297
감자(대지),없음              ,20,kg,24667
감자(대지),특(1등            ,20,kg,423648
감자(대지),보통(3            ,20,kg,32000
감자(대지),없음              ,20,kg,27000
감자(대지),특(1등            ,20,kg,59190
감자(대지),없음              ,20,kg,25000
감자(대지),특(1등            ,20,kg,59951
감자(대지),특(1등            ,20,kg,43696
감자(대지),9등(등            ,20,kg,25000
감자(대지),특(1등            ,18,kg,36900
감자(대지),특(1등            ,20,kg,33816
감자(대지),보통(3            ,20,kg,15000
감자(대지),9등(등            ,20,kg,26000
감자(대지),특(1등            ,17,kg,12750
감자(대지),없음              ,20,kg,16467
감자(대지),특(1등            ,20,kg,28441
감자(대지),보통(3            ,20,kg,11120
감자(대지),특(1등            ,20,kg,35654
감자(대지),특(1등            ,20,kg,34673
감자(대지),보통(3            ,20,kg,16000
감자(대지),없음              ,20,kg,28000
감자(대지),특(1등            ,20,kg,36775
감자(대지),보통(3            ,20,kg,13250
감자(대지),없음              ,20,kg,18000
감자(대지),특(1등            ,20,kg,32000
감자(대지),보통(3            ,20,kg,15000
감자(대지),없음              ,20,kg,12000
감자(대지),특(1등            ,20,kg,28726
감자(대지),보통(3            ,20,kg,12926
감자(대지),9등(등            ,20,kg,15000
감자(대지),없음              ,20,kg,14444
감자(대지),특(1등            ,20,kg,24211
감자(대지),보통(3            ,20,kg,18408
감자(대지),없음              ,20,kg,14000
감자(대지),특(1등            ,20,kg,35118
감자(대지),보통(3            ,20,kg,13000
감자(돼지감자),특(1등            ,3.5,kg,5000
감자(수미),특(1등            ,20,kg,64761
감자(수미),상(2등            ,20,kg,56284
감자(수미),없음              ,20,kg,32000
감자(수미),특(1등            ,20,kg,67034
감자(수미),상(2등            ,20,kg,65159
감자(수미),보통(3            ,20,kg,49400
감자(수미),상(2등            ,10,kg,26000
감자(수미),상(2등            ,10,kg,26000
감자(수미),없음              ,20,kg,32000
감자(수미),특(1등            ,20,kg,65978
감자(수미),상(2등            ,20,kg,58733
감자(수미),보통(3            ,20,kg,42000
감자(수미),상(2등            ,10,kg,25000
감자(수미),없음              ,20,kg,32000
감자(수미),특(1등            ,20,kg,66577
감자(수미),상(2등            ,20,kg,64623
감자(수미),보통(3            ,20,kg,48375
감자(수미),없음              ,10,kg,15000
감자(수미),없음              ,20,kg,32000
감자(수미),특(1등            ,20,kg,67517
감자(수미),상(2등            ,20,kg,65411
감자(수미),보통(3            ,20,kg,42000
감자(수미),특(1등            ,20,kg,65614
감자(수미),상(2등            ,20,kg,33000
감자(수미),9등(등            ,20,kg,14000
감자(수미),없음              ,20,kg,32000
감자(수미),특(1등            ,20,kg,65292
감자(수미),상(2등            ,20,kg,57381
감자(수미),보통(3            ,20,kg,44000
감자(수미),특(1등            ,20,kg,61661
감자(수미),상(2등            ,20,kg,56421
감자(수미),특(1등            ,10,kg,66000
감자(수미),상(2등            ,10,kg,22150
감자(수미),없음              ,20,kg,30000
감자(수미),특(1등            ,20,kg,62803
감자(수미),상(2등            ,20,kg,52946
감자(수미),보통(3            ,20,kg,38000
감자(수미),없음              ,10,kg,13000
감자(수미),특(1등            ,10,kg,27250
감자(수미),상(2등            ,10,kg,13000
감자(수미),보통(3            ,10,kg,13833
감자(수미),상(2등            ,20,kg,31778
감자(수미),특(1등            ,10,kg,30133
감자(수미),보통(3            ,10,kg,13545
감자(수미),없음              ,20,kg,32000
감자(수미),특(1등            ,20,kg,68447
감자(수미),상(2등            ,20,kg,66971
감자(수미),보통(3            ,20,kg,43000
감자(수미),보통(3            ,8,kg,7000
감자(수미),특(1등            ,10,kg,30500
감자(수미),상(2등            ,20,kg,75000
감자(수미),없음              ,10,kg,14000
감자(수미),특(1등            ,10,kg,25760
감자(수미),상(2등            ,10,kg,28211
감자(수미),보통(3            ,10,kg,13935
감자(수미),없음              ,20,kg,20000
감자(수미),특(1등            ,20,kg,57012
감자(수미),상(2등            ,20,kg,52295
감자(수미),보통(3            ,20,kg,27862
감자(수미),특(1등            ,10,kg,25625
감자(수미),보통(3            ,10,kg,12667
감자(수미),상(2등            ,20,kg,49329
감자(수미),상(2등            ,10,kg,21172
감자(수미),상(2등            ,20,kg,38356
감자(수미),상(2등            ,20,kg,25537
감자(수미),특(1등            ,10,kg,22000
감자(수미),상(2등            ,10,kg,20363
감자(수미),특(1등            ,20,kg,37108
감자(수미),상(2등            ,20,kg,20710
감자(수미),보통(3            ,20,kg,13000
감자(수미),없음              ,10,kg,13429
감자(수미),특(1등            ,10,kg,20935
감자(수미),상(2등            ,10,kg,21736
감자(수미),보통(3            ,10,kg,7283
감자(수미),9등(등            ,10,kg,4500
감자(수미),상(2등            ,20,kg,25405
감자(수미),9등(등            ,20,kg,4500
감자(수미),없음              ,9,kg,6000
감자(수미),없음              ,10,kg,10000
감자(수미),특(1등            ,10,kg,21826
감자(수미),상(2등            ,10,kg,14000
감자(수미),보통(3            ,10,kg,11789
감자(수미),없음              ,20,kg,14800
감자(수미),특(1등            ,20,kg,34106
감자(수미),상(2등            ,20,kg,23339
감자(수미),보통(3            ,20,kg,10000
감자(수미),9등(등            ,20,kg,5000
감자(수미),없음              ,10,kg,12800
감자(수미),특(1등            ,10,kg,21458
감자(수미),상(2등            ,10,kg,28948
감자(수미),보통(3            ,10,kg,7647
감자(수미),9등(등            ,10,kg,7000
감자(수미),특(1등            ,20,kg,40427
감자(수미),상(2등            ,20,kg,33442
감자(수미),보통(3            ,20,kg,14429
감자(수미),특(1등            ,2,kg,2000
감자(수미),없음              ,10,kg,11000
감자(수미),특(1등            ,10,kg,21534
감자(수미),상(2등            ,10,kg,14000
감자(수미),보통(3            ,10,kg,7500
감자(수미),9등(등            ,10,kg,5500
감자(수미),특(1등            ,20,kg,40250
감자(수미),상(2등            ,20,kg,24073
감자(수미),9등(등            ,20,kg,21000
감자(수미),특(1등            ,10,kg,30000
감자(수미),상(2등            ,10,kg,23475
감자(수미),없음              ,20,kg,18471
감자(수미),특(1등            ,20,kg,48850
감자(수미),상(2등            ,20,kg,32325
감자(수미),보통(3            ,20,kg,15000
감자(수미),9등(등            ,20,kg,17000
감자(수미),없음              ,10,kg,11000
감자(수미),특(1등            ,10,kg,17879
감자(수미),보통(3            ,10,kg,6500
감자(수미),9등(등            ,10,kg,5000
감자(수미),없음              ,20,kg,18000
감자(수미),특(1등            ,20,kg,34449
감자(수미),보통(3            ,20,kg,12000
감자(수미),9등(등            ,20,kg,18000
감자(수미),상(2등            ,10,kg,22690
감자(수미),상(2등            ,20,kg,38603
감자(수미),없음              ,20,kg,28000
감자(수미),특(1등            ,20,kg,60659
감자(수미),상(2등            ,20,kg,32119
감자(수미),보통(3            ,20,kg,37000
감자(수미),없음              ,10,kg,11000
감자(수미),특(1등            ,10,kg,16378
감자(수미),상(2등            ,10,kg,26880
감자(수미),보통(3            ,10,kg,6000
감자(수미),9등(등            ,10,kg,5000
감자(자주감자),상(2등            ,10,kg,26103
감자(홍감자),특(1등            ,10,kg,20000
감자(홍감자),특(1등            ,10,kg,17000
갓(갓(일반)),특(1등            ,2,kg,2800
갓(갓(일반)),특(1등            ,2,kg,1000
갓(갓(일반)),특(1등            ,2,kg,1829
갓(갓(일반)),특(1등            ,2,kg,2218
갓(갓(일반)),특(1등            ,2,kg,3000
갓(돌갓),특(1등            ,0.5,kg,1800
갓(돌갓),특(1등            ,1,kg,1600
갓(돌갓),특(1등            ,2,kg,2300
갓(돌갓),특(1등            ,0.5,kg,2000
갓(돌갓),특(1등            ,2,kg,2200
갓(돌갓),특(1등            ,2,kg,2100
갓(돌갓),특(1등            ,2,kg,1700
갓(돌갓),특(1등            ,2,kg,2300
갓(돌산갓),상(2등            ,2,kg,1700
갓(돌산갓),상(2등            ,2,kg,1700
갓(돌산갓),상(2등            ,2,kg,1700
갓(돌산갓),특(1등            ,2,kg,1500
갓(돌산갓),상(2등            ,2,kg,1610
갓(돌산갓),상(2등            ,2,kg,1416
갓(돌산갓),특(1등            ,2,kg,1764
갓(돌산갓),상(2등            ,2,kg,1771
갓(돌산갓),특(1등            ,2,kg,1555
갓(돌산갓),특(1등            ,2,kg,1389
갓(돌산갓),상(2등            ,2,kg,1230
갓(돌산갓),특(1등            ,2,kg,1440
갓(돌산갓),상(2등            ,2,kg,2338
갓(돌산갓),상(2등            ,2,kg,1800
갓(돌산갓),상(2등            ,2,kg,2400
갓(돌산갓),없음              ,2,kg,1500
갓(돌산갓),상(2등            ,2,kg,2100
갓(돌산갓),상(2등            ,2,kg,2530
갓(돌산갓),상(2등            ,2,kg,1912
갓(돌산갓),상(2등            ,2,kg,2300
갓(돌산갓),상(2등            ,2,kg,3000
갓(돌산갓),특(1등            ,0.5,kg,1500
갓(돌산갓),상(2등            ,2,kg,2400
갓(돌산갓),상(2등            ,2,kg,2580
갓(돌산갓),상(2등            ,2,kg,3500
갓(돌산갓),상(2등            ,2,kg,3614
갓(돌산갓),상(2등            ,2,kg,2500
갓(돌산갓),특(1등            ,0.5,kg,1500
갓(반청갓),특(1등            ,2,kg,1700
강낭콩(강낭콩(수입)),특(1등            ,6,kg,12000
강낭콩(강낭콩(일반)),특(1등            ,8,kg,43000
강낭콩(강낭콩(일반)),상(2등            ,8,kg,23000
강낭콩(강낭콩(일반)),특(1등            ,8,kg,47000
강낭콩(강낭콩(일반)),상(2등            ,8,kg,25000
강낭콩(강낭콩(일반)),특(1등            ,8,kg,43000
강낭콩(강낭콩(일반)),상(2등            ,8,kg,23000
강낭콩(강낭콩(일반)),특(1등            ,8,kg,41000
강낭콩(강낭콩(일반)),상(2등            ,9,kg,23000
강낭콩(강낭콩(일반)),특(1등            ,4,kg,14600
강낭콩(강낭콩(일반)),특(1등            ,8,kg,42000
강낭콩(강낭콩(일반)),상(2등            ,8,kg,21000
강낭콩(강낭콩(일반)),특(1등            ,4,kg,12300
강낭콩(강낭콩(일반)),특(1등            ,8,kg,41000
강낭콩(강낭콩(일반)),특(1등            ,6,kg,27000
강낭콩(강낭콩(일반)),특(1등            ,8,kg,40000
강낭콩(강낭콩(일반)),특(1등            ,8,kg,42000
강낭콩(강낭콩(일반)),특(1등            ,1,kg,42000
강낭콩(강낭콩(일반)),상(2등            ,1,kg,16000
강낭콩(기타),특(1등            ,4,kg,20000
건고추(기타),특(1등            ,10,kg,145800
건고추(기타),특(1등            ,10,kg,151000
건고추(기타),특(1등            ,10,kg,151000
건고추(기타),특(1등            ,6,kg,105000
건고추(기타),특(1등            ,20,kg,302100
겨자(겨자(일반)),없음              ,2,kg,5222
겨자(겨자(일반)),특(1등            ,2,kg,5364
겨자(겨자(일반)),없음              ,2,kg,4000
겨자(겨자(일반)),없음              ,2,kg,5444
겨자(겨자(일반)),없음              ,2,kg,3333
겨자(겨자(일반)),특(1등            ,2,kg,7306
겨자(겨자(일반)),없음              ,2,kg,6556
겨자(겨자(일반)),특(1등            ,2,kg,6000
겨자(겨자(일반)),없음              ,2,kg,5167
겨자(겨자(일반)),없음              ,2,kg,4000
겨자(겨자(일반)),없음              ,2,kg,4714
겨자(겨자(일반)),특(1등            ,2,kg,5500
겨자(겨자(일반)),없음              ,2,kg,5625
겨자(겨자(일반)),특(1등            ,2,kg,6654
겨자(겨자(일반)),특(1등            ,2,kg,4147
겨자(겨자(일반)),상(2등            ,2,kg,1000
겨자(겨자(일반)),특(1등            ,2,kg,2700
겨자(겨자(일반)),상(2등            ,2,kg,1200
겨자(겨자(일반)),특(1등            ,2,kg,1484
겨자(겨자(일반)),상(2등            ,2,kg,1000
겨자(겨자(일반)),특(1등            ,2,kg,4833
겨자(겨자(일반)),특(1등            ,2,kg,6000
겨자(적겨자),특(1등            ,2,kg,7661
겨자(적겨자),상(2등            ,2,kg,4000
겨자(적겨자),특(1등            ,2,kg,4883
겨자(적겨자),상(2등            ,2,kg,4000
겨자(적겨자),특(1등            ,2,kg,12500
겨자(적겨자),특(1등            ,2,kg,15000
겨자(적겨자),특(1등            ,2,kg,10000
겨자(적겨자),상(2등            ,2,kg,6500
겨자(적겨자),특(1등            ,2,kg,6526
겨자(적겨자),상(2등            ,2,kg,6000
겨자(적겨자),특(1등            ,2,kg,8500
겨자(적겨자),상(2등            ,2,kg,6000
겨자(적겨자),특(1등            ,2,kg,8806
겨자(적겨자),상(2등            ,2,kg,7000
겨자(적겨자),상(2등            ,2,kg,6000
겨자(적겨자),특(1등            ,2,kg,6760
겨자(적겨자),상(2등            ,2,kg,5000
겨자(적겨자),특(1등            ,2,kg,13000
겨자(적겨자),특(1등            ,2,kg,6634
겨자(적겨자),상(2등            ,2,kg,3500
겨자(적겨자),특(1등            ,2,kg,5488
겨자(적겨자),상(2등            ,2,kg,3500
겨자(적겨자),특(1등            ,2,kg,6104
겨자(적겨자),상(2등            ,2,kg,4000
겨자(적겨자),특(1등            ,2,kg,11000
겨자(적겨자),특(1등            ,2,kg,6900
겨자(적겨자),상(2등            ,2,kg,2500
겨자(적겨자),특(1등            ,2,kg,3000
겨자(적겨자),특(1등            ,2,kg,8000
겨자(적겨자),특(1등            ,2,kg,3000
겨자(적겨자),상(2등            ,2,kg,3000
겨자(적겨자),특(1등            ,2,kg,6000
겨자(적겨자),상(2등            ,2,kg,2500
겨자(적겨자),특(1등            ,2,kg,6053
겨자(적겨자),상(2등            ,2,kg,1500
겨자(적겨자),특(1등            ,2,kg,2000
겨자(적겨자),상(2등            ,2,kg,2500
겨자(적겨자),특(1등            ,2,kg,3960
겨자(적겨자),상(2등            ,2,kg,1786
겨자(청겨자),상(2등            ,2,kg,2000
겨자채(적겨자채),특(1등            ,2,kg,4000
겨자채(적겨자채),특(1등            ,2,kg,6000
겨자채(적겨자채),특(1등            ,2,kg,4000
겨자채(적겨자채),특(1등            ,2,kg,5000
