품목,등급,단량,단위,평균가
오이(백다다기),상(2등            ,10,kg,12000
오이(백다다기),특(1등            ,15,kg,26000
오이(백다다기),상(2등            ,15,kg,18000
오이(백다다기),특(1등            ,18,kg,29089
오이(백다다기),상(2등            ,18,kg,18014
오이(백다다기),보통(3            ,18,kg,16154
오이(백다다기),4등               ,18,kg,15500
오이(백다다기),9등(등            ,18,kg,28000
오이(백다다기),특(1등            ,20,kg,16000
오이(백다다기),상(2등            ,20,kg,6000
오이(백다다기),특(1등            ,2,kg,2000
오이(백다다기),특(1등            ,8,kg,14689
오이(백다다기),상(2등            ,8,kg,10115
오이(백다다기),특(1등            ,10,kg,15182
오이(백다다기),상(2등            ,10,kg,11693
오이(백다다기),보통(3            ,10,kg,10321
오이(백다다기),4등               ,10,kg,7000
오이(백다다기),9등(등            ,10,kg,13500
오이(백다다기),특(1등            ,10,kg,15826
오이(백다다기),상(2등            ,10,kg,8782
오이(백다다기),특(1등            ,10,kg,13172
오이(백다다기),특(1등            ,15,kg,14000
오이(백다다기),특(1등            ,18,kg,26633
오이(백다다기),상(2등            ,18,kg,17679
오이(백다다기),보통(3            ,18,kg,14342
오이(백다다기),4등               ,18,kg,13000
오이(백다다기),9등(등            ,18,kg,27000
오이(백다다기),특(1등            ,20,kg,15000
오이(백다다기),상(2등            ,20,kg,8500
오이(백다다기),특(1등            ,0.3,kg,2200
오이(백다다기),특(1등            ,2,kg,2244
오이(백다다기),특(1등            ,4,kg,5000
오이(백다다기),특(1등            ,8,kg,15017
오이(백다다기),상(2등            ,8,kg,6667
오이(백다다기),9등(등            ,8,kg,8500
오이(백다다기),특(1등            ,10,kg,14763
오이(백다다기),상(2등            ,10,kg,11811
오이(백다다기),보통(3            ,10,kg,12765
오이(백다다기),특(1등            ,10,kg,14622
오이(백다다기),상(2등            ,10,kg,9720
오이(백다다기),보통(3            ,10,kg,5833
오이(백다다기),특(1등            ,10,kg,14904
오이(백다다기),특(1등            ,18,kg,27342
오이(백다다기),상(2등            ,18,kg,14247
오이(백다다기),보통(3            ,18,kg,13100
오이(백다다기),4등               ,18,kg,14000
오이(백다다기),9등(등            ,18,kg,23000
오이(백다다기),특(1등            ,26,kg,14000
오이(백다다기),특(1등            ,2,kg,2000
오이(백다다기),특(1등            ,4,kg,4500
오이(백다다기),특(1등            ,8,kg,12699
오이(백다다기),상(2등            ,8,kg,9889
오이(백다다기),9등(등            ,8,kg,10000
오이(백다다기),특(1등            ,10,kg,12954
오이(백다다기),상(2등            ,10,kg,10636
오이(백다다기),보통(3            ,10,kg,8354
오이(백다다기),4등               ,10,kg,4786
오이(백다다기),특(1등            ,10,kg,13192
오이(백다다기),상(2등            ,10,kg,8978
오이(백다다기),보통(3            ,10,kg,5286
오이(백다다기),특(1등            ,10,kg,14000
오이(백다다기),특(1등            ,18,kg,22965
오이(백다다기),상(2등            ,18,kg,13207
오이(백다다기),보통(3            ,18,kg,10938
오이(백다다기),4등               ,18,kg,13000
오이(백다다기),9등(등            ,18,kg,23000
오이(백다다기),특(1등            ,20,kg,10000
오이(백다다기),특(1등            ,2,kg,2000
오이(백다다기),특(1등            ,3,kg,4500
오이(백다다기),특(1등            ,4,kg,8000
오이(백다다기),상(2등            ,4,kg,6000
오이(백다다기),특(1등            ,8,kg,14500
오이(백다다기),없음              ,8,kg,14751
오이(백다다기),특(1등            ,8,kg,15336
오이(백다다기),상(2등            ,8,kg,11583
오이(백다다기),9등(등            ,8,kg,9000
오이(백다다기),특(1등            ,10,kg,13046
오이(백다다기),상(2등            ,10,kg,10500
오이(백다다기),보통(3            ,10,kg,13333
오이(백다다기),상(2등            ,10,kg,11201
오이(백다다기),보통(3            ,10,kg,5000
오이(백다다기),상(2등            ,10,kg,14000
오이(백다다기),특(1등            ,18,kg,25774
오이(백다다기),상(2등            ,18,kg,17074
오이(백다다기),보통(3            ,18,kg,14286
오이(백다다기),4등               ,18,kg,4000
오이(백다다기),9등(등            ,18,kg,19550
오이(백다다기),특(1등            ,20,kg,14000
오이(백다다기),상(2등            ,20,kg,6000
오이(백다다기),특(1등            ,2,kg,2000
오이(백다다기),특(1등            ,4,kg,7100
오이(백다다기),없음              ,8,kg,11000
오이(백다다기),특(1등            ,8,kg,15294
오이(백다다기),상(2등            ,8,kg,10967
오이(백다다기),특(1등            ,10,kg,16716
오이(백다다기),상(2등            ,10,kg,13717
오이(백다다기),보통(3            ,10,kg,15643
오이(백다다기),특(1등            ,10,kg,12997
오이(백다다기),상(2등            ,10,kg,12466
오이(백다다기),특(1등            ,10,kg,16000
오이(백다다기),특(1등            ,18,kg,33796
오이(백다다기),상(2등            ,18,kg,19847
오이(백다다기),보통(3            ,18,kg,24700
오이(백다다기),9등(등            ,18,kg,28000
오이(백다다기),특(1등            ,0.5,kg,2200
오이(백다다기),특(1등            ,8,kg,15951
오이(백다다기),특(1등            ,8,kg,15569
오이(백다다기),상(2등            ,8,kg,6333
오이(백다다기),없음              ,10,kg,10000
오이(백다다기),특(1등            ,10,kg,14740
오이(백다다기),상(2등            ,10,kg,11041
오이(백다다기),보통(3            ,10,kg,10093
오이(백다다기),4등               ,10,kg,8476
오이(백다다기),9등(등            ,10,kg,13000
오이(백다다기),특(1등            ,10,kg,15695
오이(백다다기),상(2등            ,10,kg,11230
오이(백다다기),보통(3            ,10,kg,6000
오이(백다다기),없음              ,10,kg,14700
오이(백다다기),특(1등            ,10,kg,14831
오이(백다다기),상(2등            ,10,kg,7000
오이(백다다기),보통(3            ,10,kg,4000
오이(백다다기),특(1등            ,15,kg,12000
오이(백다다기),특(1등            ,18,kg,24728
오이(백다다기),상(2등            ,18,kg,17276
오이(백다다기),보통(3            ,18,kg,15400
오이(백다다기),4등               ,18,kg,13000
오이(백다다기),9등(등            ,18,kg,26000
오이(백다다기),특(1등            ,0.3,kg,2100
오이(백다다기),특(1등            ,2,kg,2000
오이(백다다기),없음              ,8,kg,17632
오이(백다다기),특(1등            ,8,kg,18195
오이(백다다기),상(2등            ,8,kg,12875
오이(백다다기),9등(등            ,8,kg,11000
오이(백다다기),특(1등            ,10,kg,18297
오이(백다다기),상(2등            ,10,kg,12988
오이(백다다기),보통(3            ,10,kg,23000
오이(백다다기),특(1등            ,10,kg,18344
오이(백다다기),상(2등            ,10,kg,11033
오이(백다다기),특(1등            ,10,kg,3000
오이(백다다기),특(1등            ,15,kg,12000
오이(백다다기),특(1등            ,18,kg,35160
오이(백다다기),상(2등            ,18,kg,20218
오이(백다다기),보통(3            ,18,kg,17286
오이(백다다기),4등               ,18,kg,16000
오이(백다다기),9등(등            ,18,kg,31000
오이(백다다기),특(1등            ,20,kg,16000
오이(백다다기),상(2등            ,20,kg,8000
오이(백다다기),특(1등            ,0.3,kg,2100
오이(백다다기),특(1등            ,2,kg,3000
오이(백다다기),9등(등            ,8,kg,8000
오이(백다다기),없음              ,8,kg,18738
오이(백다다기),특(1등            ,8,kg,17704
오이(백다다기),상(2등            ,8,kg,10106
오이(백다다기),보통(3            ,8,kg,11000
오이(백다다기),특(1등            ,10,kg,17254
오이(백다다기),상(2등            ,10,kg,15200
오이(백다다기),보통(3            ,10,kg,16647
오이(백다다기),4등               ,10,kg,10000
오이(백다다기),특(1등            ,10,kg,18499
오이(백다다기),상(2등            ,10,kg,11677
오이(백다다기),특(1등            ,10,kg,13961
오이(백다다기),특(1등            ,15,kg,17529
오이(백다다기),상(2등            ,15,kg,15000
오이(백다다기),보통(3            ,15,kg,14000
오이(백다다기),특(1등            ,18,kg,34554
오이(백다다기),상(2등            ,18,kg,19703
오이(백다다기),보통(3            ,18,kg,19600
오이(백다다기),9등(등            ,18,kg,27900
오이(백다다기),특(1등            ,20,kg,15600
오이(백다다기),상(2등            ,20,kg,5000
오이(백다다기),특(1등            ,0.5,kg,2100
오이(백다다기),특(1등            ,2,kg,2500
오이(백다다기),특(1등            ,3,kg,5500
오이(백다다기),없음              ,8,kg,16827
오이(백다다기),특(1등            ,8,kg,17547
오이(백다다기),상(2등            ,8,kg,10500
오이(백다다기),9등(등            ,8,kg,11000
오이(백다다기),특(1등            ,10,kg,16912
오이(백다다기),상(2등            ,10,kg,14846
오이(백다다기),보통(3            ,10,kg,17571
오이(백다다기),특(1등            ,10,kg,16191
오이(백다다기),상(2등            ,10,kg,10859
오이(백다다기),없음              ,10,kg,5500
오이(백다다기),특(1등            ,16,kg,13000
오이(백다다기),특(1등            ,18,kg,32143
오이(백다다기),상(2등            ,18,kg,20178
오이(백다다기),보통(3            ,18,kg,18375
오이(백다다기),4등               ,18,kg,6000
오이(백다다기),9등(등            ,18,kg,28000
오이(백다다기),특(1등            ,20,kg,11000
오이(백다다기),특(1등            ,0.3,kg,2100
오이(백다다기),특(1등            ,3,kg,5500
오이(백다다기),없음              ,8,kg,15361
오이(백다다기),특(1등            ,8,kg,16486
오이(백다다기),상(2등            ,8,kg,9917
오이(백다다기),특(1등            ,10,kg,14718
오이(백다다기),상(2등            ,10,kg,10604
오이(백다다기),보통(3            ,10,kg,13500
오이(백다다기),4등               ,10,kg,5000
오이(백다다기),상(2등            ,10,kg,9719
오이(백다다기),특(1등            ,10,kg,12154
오이(백다다기),보통(3            ,10,kg,6000
오이(백다다기),특(1등            ,18,kg,26356
오이(백다다기),상(2등            ,18,kg,15451
오이(백다다기),보통(3            ,18,kg,12350
오이(백다다기),4등               ,18,kg,12000
오이(백다다기),9등(등            ,18,kg,27000
오이(백다다기),상(2등            ,20,kg,5000
오이(취청),특(1등            ,10,kg,22860
오이(취청),상(2등            ,10,kg,10800
오이(취청),특(1등            ,20,kg,38529
오이(취청),상(2등            ,20,kg,25045
오이(취청),보통(3            ,20,kg,23667
오이(취청),4등               ,20,kg,16000
오이(취청),없음              ,10,kg,20000
오이(취청),특(1등            ,10,kg,25000
오이(취청),상(2등            ,10,kg,10000
오이(취청),없음              ,10,kg,20625
오이(취청),특(1등            ,10,kg,30163
오이(취청),상(2등            ,10,kg,17714
오이(취청),특(1등            ,18,kg,51900
오이(취청),상(2등            ,18,kg,37167
오이(취청),보통(3            ,18,kg,35200
오이(취청),4등               ,18,kg,33000
오이(취청),없음              ,10,kg,22000
오이(취청),특(1등            ,10,kg,23507
오이(취청),상(2등            ,10,kg,16182
오이(취청),특(1등            ,20,kg,40167
오이(취청),상(2등            ,20,kg,28182
오이(취청),보통(3            ,20,kg,25000
오이(취청),4등               ,20,kg,12000
오이(취청),없음              ,10,kg,22000
오이(취청),특(1등            ,10,kg,38857
오이(취청),상(2등            ,10,kg,17000
오이(취청),특(1등            ,20,kg,41182
오이(취청),상(2등            ,20,kg,32385
오이(취청),보통(3            ,20,kg,20750
오이(취청),4등               ,20,kg,25000
오이(취청),없음              ,10,kg,20000
오이(취청),특(1등            ,10,kg,36478
오이(취청),상(2등            ,10,kg,17200
오이(취청),특(1등            ,20,kg,46500
오이(취청),상(2등            ,20,kg,32889
오이(취청),보통(3            ,20,kg,42000
오이(취청),4등               ,20,kg,30000
오이(취청),없음              ,10,kg,25000
오이(취청),없음              ,10,kg,15000
오이(취청),특(1등            ,10,kg,23242
오이(취청),상(2등            ,10,kg,5667
오이(취청),특(1등            ,20,kg,41333
오이(취청),상(2등            ,20,kg,34600
오이(취청),4등               ,20,kg,10000
오이(취청),없음              ,10,kg,17000
오이(취청),특(1등            ,10,kg,24469
오이(취청),상(2등            ,10,kg,13571
오이(취청),특(1등            ,10,kg,23860
오이(취청),상(2등            ,10,kg,13818
오이(취청),특(1등            ,18,kg,38500
오이(취청),상(2등            ,18,kg,35667
오이(취청),특(1등            ,2,kg,2000
오이(취청),특(1등            ,10,kg,18917
오이(취청),상(2등            ,10,kg,14000
오이(취청),특(1등            ,10,kg,16471
오이(취청),상(2등            ,10,kg,11500
오이(취청),특(1등            ,10,kg,27196
오이(취청),상(2등            ,10,kg,11571
오이(취청),특(1등            ,20,kg,37222
오이(취청),상(2등            ,20,kg,33250
오이(취청),보통(3            ,20,kg,20000
오이(취청),4등               ,20,kg,12000
오이(취청),특(1등            ,10,kg,13621
오이(취청),상(2등            ,10,kg,6000
오이(취청),특(1등            ,18,kg,28667
오이(취청),상(2등            ,18,kg,20286
오이(취청),보통(3            ,18,kg,17000
오이(취청),특(1등            ,10,kg,13833
오이(취청),상(2등            ,10,kg,6000
오이(취청),특(1등            ,10,kg,12700
오이(취청),상(2등            ,10,kg,4000
오이(취청),보통(3            ,10,kg,3000
오이(취청),특(1등            ,20,kg,35625
오이(취청),상(2등            ,20,kg,21250
오이(취청),특(1등            ,10,kg,10455
오이(취청),상(2등            ,10,kg,6000
오이(취청),특(1등            ,10,kg,21016
오이(취청),상(2등            ,10,kg,9000
오이(취청),특(1등            ,18,kg,33538
오이(취청),상(2등            ,18,kg,24375
오이(취청),4등               ,18,kg,15000
오이(취청),특(1등            ,10,kg,15000
오이(취청),상(2등            ,10,kg,11000
오이(취청),특(1등            ,10,kg,12000
오이(취청),상(2등            ,10,kg,4000
오이(취청),특(1등            ,10,kg,15264
오이(취청),상(2등            ,10,kg,5267
오이(취청),특(1등            ,20,kg,28630
오이(취청),상(2등            ,20,kg,22769
오이(취청),보통(3            ,20,kg,10500
오이(취청),4등               ,20,kg,12500
오이(취청),특(1등            ,10,kg,13000
오이(취청),상(2등            ,10,kg,7000
오이(취청),특(1등            ,10,kg,14556
오이(취청),상(2등            ,10,kg,8000
오이(취청),특(1등            ,18,kg,36667
오이(취청),상(2등            ,18,kg,21333
오이(취청),보통(3            ,18,kg,26000
오이(취청),특(1등            ,10,kg,12000
오이(취청),상(2등            ,10,kg,6000
오이(취청),특(1등            ,10,kg,15125
오이(취청),상(2등            ,10,kg,6667
오크라(오크라(일반)),특(1등            ,2,kg,2000
옥수수(기타),특(1등            ,3,kg,10000
옥수수(기타),특(1등            ,8,kg,4000
옥수수(기타),특(1등            ,8,kg,1500
옻(옻순),특(1등            ,1,kg,17000
옻(옻순),특(1등            ,1,kg,16000
옻(옻순),특(1등            ,1,kg,17000
옻(옻순),특(1등            ,1,kg,14000
옻(옻순),특(1등            ,1,kg,12000
옻(옻순),특(1등            ,0.5,kg,3500
옻(옻순),특(1등            ,2,kg,5000
옻(옻순),특(1등            ,2,kg,25000
옻(옻순),특(1등            ,0.5,kg,4500
옻(옻순),특(1등            ,0.5,kg,5000
옻(옻순),특(1등            ,1,kg,8000
옻(옻순),특(1등            ,2,kg,16000
옻(옻순),상(2등            ,1,kg,13000
완두(깐완두),특(1등            ,2,kg,8000
완두(완두(일반)),없음              ,4,kg,15000
완두(완두(일반)),특(1등            ,4,kg,18700
완두(완두(일반)),상(2등            ,4,kg,10000
완두(완두(일반)),특(1등            ,4,kg,15650
완두(완두(일반)),특(1등            ,6,kg,26000
완두(완두(일반)),특(1등            ,4,kg,17758
완두(완두(일반)),없음              ,4,kg,15000
완두(완두(일반)),특(1등            ,4,kg,16920
완두(완두(일반)),상(2등            ,4,kg,11000
완두(완두(일반)),특(1등            ,4,kg,13765
완두(완두(일반)),특(1등            ,4,kg,16759
완두(완두(일반)),상(2등            ,4,kg,14500
완두(완두(일반)),특(1등            ,4,kg,15006
완두(완두(일반)),특(1등            ,6,kg,22500
완두(완두(일반)),특(1등            ,2,kg,11000
완두(완두(일반)),없음              ,4,kg,15000
완두(완두(일반)),특(1등            ,4,kg,17464
완두(완두(일반)),특(1등            ,4,kg,19500
완두(완두(일반)),특(1등            ,6,kg,32000
완두(완두(일반)),특(1등            ,2,kg,10000
완두(완두(일반)),특(1등            ,4,kg,20346
완두(완두(일반)),특(1등            ,4,kg,19400
완두(완두(일반)),특(1등            ,6,kg,27000
완두(완두(일반)),특(1등            ,4,kg,20600
완두(완두(일반)),특(1등            ,4,kg,14413
완두(완두(일반)),특(1등            ,4,kg,18187
완두(완두(일반)),특(1등            ,6,kg,31000
완두(완두(일반)),없음              ,4,kg,18000
완두(완두(일반)),특(1등            ,4,kg,19000
완두(완두(일반)),특(1등            ,4,kg,15455
완두(완두(일반)),특(1등            ,4,kg,16000
완두(완두(일반)),특(1등            ,4,kg,17004
완두(완두(일반)),없음              ,4,kg,17000
완두(완두(일반)),특(1등            ,4,kg,18600
완두(완두(일반)),특(1등            ,4,kg,15400
완두(완두(일반)),특(1등            ,4,kg,17061
완두(완두(일반)),특(1등            ,4,kg,15937
완두(완두(일반)),상(2등            ,4,kg,11600
완두(완두(일반)),특(1등            ,4,kg,12309
완두(완두(일반)),특(1등            ,6,kg,20200
완두(완두(일반)),특(1등            ,2,kg,9000
완두(완두(일반)),특(1등            ,4,kg,15626
완두(완두(일반)),상(2등            ,4,kg,7000
완두(완두(일반)),특(1등            ,4,kg,12929
완두(완두(일반)),특(1등            ,4,kg,17249
완두(완두(일반)),상(2등            ,4,kg,13200
완두(완두(일반)),특(1등            ,4,kg,12858
완두(완두(일반)),특(1등            ,6,kg,17000
완두(완두(일반)),상(2등            ,6,kg,11000
완두(완두(일반)),특(1등            ,2,kg,6000
완두(완두(일반)),특(1등            ,4,kg,16550
완두(완두(일반)),특(1등            ,4,kg,13470
완두(완두(일반)),특(1등            ,4,kg,17209
완두(완두(일반)),상(2등            ,4,kg,10800
완두(완두(일반)),특(1등            ,6,kg,13500
완두(완두(일반)),특(1등            ,4,kg,15462
완두(완두(일반)),상(2등            ,4,kg,11500
완두(완두(일반)),특(1등            ,4,kg,14415
완두(완두(일반)),특(1등            ,6,kg,13000
완두(완두(일반)),특(1등            ,4,kg,12896
완두(완두(일반)),특(1등            ,4,kg,17288
완두(완두(일반)),상(2등            ,4,kg,12200
완두(완두(일반)),특(1등            ,8,kg,36000
완두(완두(일반)),없음              ,4,kg,12500
완두(완두(일반)),특(1등            ,4,kg,10897
완두(완두(일반)),상(2등            ,4,kg,4000
완두(완두(일반)),특(1등            ,7,kg,13500
완두(완두(일반)),특(1등            ,3.5,kg,10000
완두(완두(일반)),특(1등            ,3.6,kg,10411
완두(완두(일반)),특(1등            ,3.8,kg,10206
완두(완두(일반)),특(1등            ,3.9,kg,13200
완두(완두(일반)),특(1등            ,4,kg,12208
완두(완두(일반)),상(2등            ,4,kg,6714
완두(완두(일반)),특(1등            ,3.6,kg,9000
완두(완두(일반)),특(1등            ,4,kg,11470
완두(완두(일반)),상(2등            ,4,kg,6000
완두(완두(일반)),특(1등            ,5,kg,11000
완두(완두(일반)),특(1등            ,4,kg,18825
완두(완두(일반)),상(2등            ,4,kg,13000
완두(완두(일반)),특(1등            ,4,kg,17667
완두(완두(일반)),특(1등            ,6,kg,14000
완두(완두(일반)),특(1등            ,3,kg,10000
완두(완두(일반)),특(1등            ,4,kg,18241
완두(완두(일반)),상(2등            ,4,kg,13500
완두(완두(일반)),특(1등            ,4,kg,15857
완두(완두(일반)),특(1등            ,4,kg,16000
완두(완두(일반)),특(1등            ,2,kg,7000
완두(완두(일반)),특(1등            ,3,kg,12000
완두(완두(일반)),특(1등            ,4,kg,15761
완두(완두(일반)),상(2등            ,4,kg,13500
완두(완두(일반)),특(1등            ,5,kg,16000
완두(완두(일반)),특(1등            ,8,kg,36000
완두(완두(일반)),특(1등            ,2,kg,6000
완두(완두(일반)),특(1등            ,3,kg,9000
완두(완두(일반)),특(1등            ,4,kg,15918
완두(완두(일반)),상(2등            ,4,kg,12200
완두(완두(일반)),특(1등            ,4,kg,13011
완두(완두(일반)),특(1등            ,4,kg,13200
완두(완두(일반)),특(1등            ,4,kg,12769
완두(완두(일반)),상(2등            ,4,kg,10863
완두(완두(일반)),특(1등            ,8,kg,25500
완두(완두(일반)),특(1등            ,3.5,kg,9000
완두(완두(일반)),특(1등            ,3.8,kg,9000
완두(완두(일반)),특(1등            ,4,kg,11500
완두(완두(일반)),특(1등            ,4,kg,12682
완두(완두(일반)),상(2등            ,4,kg,6477
완두(완두(일반)),특(1등            ,6,kg,16000
완두(완두(일반)),특(1등            ,7,kg,21000
완두(완두(일반)),특(1등            ,8,kg,24000
완두(완두(일반)),특(1등            ,4,kg,12835
완두(완두(일반)),상(2등            ,4,kg,8313
완두(완두(일반)),9등(등            ,4,kg,7500
완두(완두(일반)),특(1등            ,5,kg,14000
완두(완두(일반)),특(1등            ,7,kg,22000
완두(완두(일반)),특(1등            ,3,kg,9957
완두(완두(일반)),특(1등            ,3.8,kg,13000
완두(완두(일반)),특(1등            ,4,kg,13762
완두(완두(일반)),상(2등            ,4,kg,10036
완두(완두(일반)),특(1등            ,6,kg,17625
완두(완두(일반)),특(1등            ,4,kg,16017
완두(완두(일반)),상(2등            ,4,kg,11075
완두(완두(일반)),특(1등            ,8,kg,26500
완두(풋완두),상(2등            ,4,kg,18941
완두(풋완두),상(2등            ,4,kg,17375
완두(풋완두),상(2등            ,4,kg,13875
완두(풋완두),상(2등            ,4,kg,12370
완두(풋완두),상(2등            ,4,kg,20000
완두(풋완두),상(2등            ,4,kg,14000
완두(풋완두),상(2등            ,4,kg,19333
완두(풋완두),상(2등            ,4,kg,16619
완두(풋완두),상(2등            ,4,kg,14000
완두(풋완두),상(2등            ,4,kg,14191
완두(풋완두),상(2등            ,4,kg,13000
완두(풋완두),상(2등            ,4,kg,14000
완두(풋완두),상(2등            ,3,kg,12000
완두(풋완두),상(2등            ,4,kg,14517
완두(풋완두),상(2등            ,4,kg,18182
완두(풋완두),상(2등            ,4,kg,12176
완두(풋완두),상(2등            ,4,kg,11159
완두(풋완두),상(2등            ,5,kg,12500
용과(용과(수입)),상(2등            ,5,kg,19000
용과(용과(수입)),상(2등            ,5,kg,28125
용과(용과(수입)),상(2등            ,3,kg,26000
용과(용과(수입)),상(2등            ,5,kg,24000
용과(용과(수입)),상(2등            ,5,kg,35000
용과(용과(수입)),상(2등            ,5,kg,24000
용과(용과(수입)),상(2등            ,5,kg,27667
용과(용과(수입)),상(2등            ,5,kg,34000
용과(용과(수입)),상(2등            ,5,kg,20000
용과(용과(수입)),상(2등            ,3,kg,24000
용과(용과(수입)),상(2등            ,5,kg,22000
용과(용과(수입)),상(2등            ,5,kg,18000
용과(용과(수입)),상(2등            ,5,kg,19765
용과(용과(수입)),상(2등            ,5,kg,22000
용과(용과(일반)),특(1등            ,5,kg,23000
용과(용과(일반)),상(2등            ,5,kg,24333
용과(용과(일반)),상(2등            ,5,kg,23667
용과(용과(일반)),상(2등            ,5,kg,25000
용과(용과(일반)),특(1등            ,5,kg,23000
용과(용과(일반)),상(2등            ,5,kg,20000
용과(용과(일반)),특(1등            ,5,kg,30600
용과(용과(일반)),상(2등            ,5,kg,20000
용과(용과(일반)),특(1등            ,5,kg,24000
용과(용과(일반)),특(1등            ,5,kg,32000
용과(용과(일반)),상(2등            ,5,kg,25000
용과(용과(일반)),특(1등            ,5,kg,23000
용과(용과(일반)),상(2등            ,5,kg,18667
용과(용과(일반)),특(1등            ,5,kg,35000
용과(용과(일반)),특(1등            ,5,kg,23000
용과(용과(일반)),상(2등            ,5,kg,21000
용과(용과(일반)),상(2등            ,5,kg,20000
용과(용과(일반)),상(2등            ,5,kg,22364
용과(용과(일반)),특(1등            ,5,kg,23714
용과(용과(일반)),특(1등            ,5,kg,19000
용과(용과(일반)),특(1등            ,5,kg,23667
용과(용과(일반)),없음              ,5,kg,10500
용과(용과(일반)),특(1등            ,5,kg,21417
용과(용과(일반)),상(2등            ,5,kg,23667
용과(용과(일반)),특(1등            ,5,kg,21000
용과(용과(일반)),상(2등            ,5,kg,21800
용과(용과(일반)),특(1등            ,5,kg,36000
용과(용과(일반)),상(2등            ,5,kg,26000
용과(용과(일반)),특(1등            ,5,kg,23000
용과(용과(일반)),상(2등            ,5,kg,21750
용과(용과(일반)),특(1등            ,5,kg,18000
용과(용과(일반)),상(2등            ,5,kg,17500
용과(용과(일반)),상(2등            ,5,kg,20500
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,6,kg,12000
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13500
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13500
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4,kg,13000
우뭇가사리(기타),특(1등            ,4.8,kg,13500
우뭇가사리(기타),특(1등            ,7,kg,11667
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,6,kg,12000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,6,kg,12000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,6,kg,12000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),없음              ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13300
우뭇가사리(기타),특(1등            ,6,kg,12000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,6,kg,12000
우뭇가사리(기타),특(1등            ,7,kg,10000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,7,kg,9200
우뭇가사리(기타),특(1등            ,4.8,kg,13000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13125
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,13500
우뭇가사리(기타),특(1등            ,7,kg,11000
우뭇가사리(기타),특(1등            ,4.8,kg,27000
우뭇가사리(기타),특(1등            ,6,kg,12000
우뭇가사리(기타),특(1등            ,7,kg,10000
우뭇가사리(톳),상(2등            ,4,kg,3000
우뭇가사리(톳),특(1등            ,4,kg,3000
우뭇가사리(톳),특(1등            ,4,kg,4875
우뭇가사리(톳),특(1등            ,4,kg,1000
우뭇가사리(톳),특(1등            ,4,kg,6000
우엉(기타),특(1등            ,2,kg,9000
우엉(기타),특(1등            ,4,kg,13158
우엉(기타),특(1등            ,10,kg,12000
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),특(1등            ,10,kg,12000
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),특(1등            ,10,kg,12000
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),특(1등            ,10,kg,12000
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),특(1등            ,10,kg,12000
우엉(기타),없음              ,1,kg,2500
우엉(기타),특(1등            ,2,kg,9000
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),없음              ,1,kg,2500
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),특(1등            ,10,kg,12000
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),특(1등            ,10,kg,12000
우엉(기타),특(1등            ,4,kg,10000
우엉(기타),특(1등            ,10,kg,12000
우엉(기타),없음              ,1,kg,2500
우엉(기타),특(1등            ,2,kg,9000
우엉(기타),특(1등            ,4,kg,10000
