iter	Logloss
206	0.6414504569
207	0.6414181083
208	0.6413604736
209	0.6413065883
210	0.6412122454
211	0.6410828509
212	0.6410392543
213	0.6409793527
214	0.6409041051
215	0.6408348737
216	0.6407564
217	0.6407147217
218	0.6406205096
219	0.6405086844
220	0.6403932408
221	0.6403533936
222	0.6402566964
223	0.640212228
224	0.640150844
225	0.6401310076
226	0.6400922503
227	0.639946507
228	0.6399094936
229	0.6398206002
230	0.6397608294
231	0.6396839687
232	0.6396561977
233	0.6396199254
234	0.6395557513
235	0.639520656
236	0.639489005
237	0.6394222586
238	0.6393722098
239	0.6393465751
240	0.6392636108
241	0.6392397635
242	0.639209246
243	0.6391441127
244	0.6390517753
245	0.639024789
246	0.6389782279
247	0.638903547
248	0.6387767683
249	0.6386897496
250	0.638644104
251	0.6386265346
252	0.6385202026
253	0.6384344046
254	0.6383364868
255	0.6382409232
256	0.6381213815
257	0.6380940901
258	0.6380359323
259	0.6379673549
260	0.6378808594
261	0.6378571865
262	0.6377588763
263	0.6376804897
264	0.6376667132
265	0.6376031494
266	0.6375251988
267	0.6374312047
268	0.637311445
269	0.6372115653
270	0.6371948678
271	0.6371387591
272	0.6371037074
273	0.6370767648
274	0.6369762748
275	0.6369042969
276	0.6368517194
277	0.6367908151
278	0.6366289411
279	0.6365561349
280	0.6365360805
281	0.6364672416
282	0.6363611712
283	0.6363017055
284	0.6362424142
285	0.6361866542
286	0.6361717878
287	0.6361230469
288	0.6360665458
289	0.6359701102
290	0.6358613804
291	0.6358006069
292	0.6357521275
293	0.6356811959
294	0.6356539917
295	0.6356020246
296	0.6355439104
297	0.635484314
298	0.6353693499
299	0.6353256662
300	0.6352647182
301	0.6351767404
302	0.6351268223
303	0.6350388009
304	0.6349836949
305	0.6349647304
306	0.6348606219
307	0.6348109218
308	0.6347648403
309	0.6346758161
310	0.6346119036
311	0.6345284598
312	0.6344868687
313	0.6344351632
314	0.6343561227
315	0.6343093436
316	0.6342493984
317	0.6341740199
318	0.6341723633
319	0.6340544782
320	0.6339872088
321	0.6338888114
322	0.6338228934
323	0.6337975202
324	0.6337343488
325	0.6336717006
326	0.63362963
327	0.633525129
328	0.6334576416
329	0.6334376744
330	0.6334019252
331	0.6333821324
332	0.6333153425
333	0.6332863508
334	0.6332205636
335	0.6332029942
336	0.633198155
337	0.6331205096
338	0.633086635
339	0.6330050223
340	0.63299857
341	0.632888358
342	0.6328373064
343	0.6327774484
344	0.6327440534
345	0.6326620047
346	0.6325845773
347	0.6325259399
348	0.6324670846
349	0.63241442
350	0.6323005022
351	0.6322112165
352	0.6321845354
353	0.6320982143
354	0.6320387922
355	0.6319767543
356	0.6319287545
357	0.6318680682
358	0.6318241228
359	0.6317926897
360	0.6317258998
361	0.6316696603
362	0.6316162981
363	0.6315504238
364	0.6314981079
365	0.6314254325
366	0.6313773019
367	0.6313017927
368	0.631247297
369	0.6311713954
370	0.6310561698
371	0.6310322353
372	0.6309476144
373	0.6308902414
374	0.6308197021
375	0.6307403564
376	0.6307182094
377	0.6306626674
378	0.6306209019
379	0.6304468645
380	0.6303720529
381	0.6303127616
382	0.6302563913
383	0.6302278791
384	0.6301447405
385	0.630103847
386	0.6300200544
387	0.629896807
388	0.6298425729
389	0.6297654506
390	0.6297262137
391	0.6296952602
392	0.6296580287
393	0.6296053205
394	0.6295305961
395	0.629471174
396	0.6293869455
397	0.6293119594
398	0.6292834473
399	0.629246303
400	0.629226423
401	0.6291400146
402	0.6290822492
403	0.6290101406
404	0.6288762556
405	0.6288248989
406	0.6287701416
407	0.6286868722
408	0.6286229597
409	0.6285648019
410	0.6284441267
411	0.6283577183
412	0.6282082694
413	0.6281387765
414	0.6280810111
415	0.6279837908
416	0.6278722273
417	0.6277238246
418	0.6276270839
419	0.6275771659
420	0.627512643
421	0.627417341
422	0.6273090472
423	0.6272435216
424	0.6271086775
425	0.6270492118
426	0.6270227923
427	0.6269739641
428	0.6269437953
429	0.6268872942
430	0.6268110439
431	0.6267433384
432	0.6266691371
433	0.6266256278
434	0.6265128435
435	0.626366272
436	0.6262734549
437	0.626227417
438	0.6261915806
439	0.6261050851
440	0.6260414342
441	0.625922372
442	0.6258279855
443	0.625751212
444	0.6256439209
445	0.6255386789
446	0.6254632568
447	0.6253842599
448	0.6252976336
449	0.6251926095
450	0.6251240758
451	0.6250182234
452	0.6249294608
453	0.624822998
454	0.6247259521
455	0.6246490914
456	0.6245314244
457	0.6244105748
458	0.6243396432
459	0.6242178345
460	0.6241912406
461	0.6241510882
462	0.6241114153
463	0.6240096174
464	0.6239140974
465	0.6238831874
466	0.623793117
467	0.6237354388
468	0.6236539132
469	0.6236069162
470	0.6235084752
471	0.6234162685
472	0.6233215768
473	0.6232504708
474	0.6231772287
475	0.6231477138
476	0.6230637469
477	0.6230089896
478	0.62297869
479	0.6229071481
480	0.6228401402
481	0.622742266
482	0.6226603917
483	0.6225441197
484	0.6224101475
485	0.6223038592
486	0.6222303118
487	0.622131958
488	0.6220312936
489	0.6220118495
490	0.621918335
491	0.6218836757
492	0.6218093872
493	0.621668178
494	0.6216085379
495	0.6215157645
496	0.6213507952
497	0.6212526158
498	0.621205052
499	0.6211625889
500	0.621061227
501	0.6209386335
502	0.6208798218
503	0.6207717896
504	0.6206914411
505	0.6206607056
506	0.6205394636
507	0.6204730225
508	0.6203818185
509	0.6203637695
510	0.6202941023
511	0.6201880319
512	0.6201376779
513	0.6200898961
514	0.6199913679
515	0.6197864205
516	0.619699707
517	0.6196616908
518	0.6195570592
519	0.6194975063
520	0.6194153268
521	0.6193341064
522	0.6192411586
523	0.6191703578
524	0.6191285924
525	0.6190365165
526	0.6189326259
527	0.6188932582
528	0.618805978
529	0.6187403216
530	0.6186782401
531	0.6186415318
532	0.618603908
533	0.6184804862
534	0.6182748849
535	0.6182224383
536	0.6181770979
537	0.618106951
538	0.6180792236
539	0.6180050659
540	0.6179569789
541	0.6179023089
542	0.6177941895
543	0.6177069964
544	0.6175864083
545	0.6175300816
546	0.6174673026
547	0.6173430525
548	0.617287772
549	0.6172198922
550	0.6171277727
551	0.6170098441
552	0.616910226
553	0.6168207659
554	0.6167289516
555	0.6166139439
556	0.6165551758
557	0.6164739554
558	0.6163802665
559	0.6163406372
560	0.616254534
561	0.6161597552
562	0.6161325509
563	0.6159755162
564	0.6159282575
565	0.6158639962
566	0.615785784
567	0.6156719099
568	0.6155639648
569	0.6154949079
570	0.6153965541
571	0.6152606637
572	0.6152307565
573	0.6151766532
574	0.6151506696
575	0.6150735038
576	0.6150099836
577	0.614911935
578	0.6148297119
579	0.614747576
580	0.6147236851
581	0.6146230643
582	0.6145798165
583	0.6145513916
584	0.6145263236
585	0.6144747489
586	0.61439488
587	0.614331665
588	0.6142207118
589	0.6141123744
590	0.6139931815
591	0.6138939558
592	0.6137836565
593	0.6136747524
594	0.6136059134
595	0.6135207694
596	0.6134568569
597	0.6134112549
598	0.6133074951
599	0.6132274519
600	0.6131527274
601	0.6130906459
602	0.6129906355
603	0.6129568481
604	0.6129258946
605	0.6127634103
606	0.6127226911
607	0.6126210676
608	0.6125964355
609	0.6124163818
610	0.6122891671
611	0.6121854946
612	0.6120843506
613	0.6120501709
614	0.6119708252
615	0.6119446237
616	0.6118464007
617	0.6118155779
618	0.6116737584
619	0.6116107178
620	0.6114994594
621	0.6114592634
622	0.6113892473
623	0.6112882778
624	0.6112156459
625	0.6111010742
626	0.6109925188
627	0.6109333147
628	0.6108699254
629	0.6107925851
630	0.610677839
631	0.6105650112
632	0.6104311262
633	0.6103449358
634	0.6102680751
635	0.6101568168
636	0.6100710624
637	0.6099919782
638	0.6098863438
639	0.6098294503
640	0.6097336687
641	0.6096863229
642	0.6096036203
643	0.6095403617
644	0.6094160243
645	0.6092646572
646	0.6092271205
647	0.6091170829
648	0.6090898786
649	0.6090607997
650	0.6090269252
651	0.6089160156
652	0.6088817923
653	0.6087803868
654	0.6086952427
655	0.6086309814
656	0.6085580008
657	0.6085122245
658	0.6083961705
659	0.608379691
660	0.6083475167
661	0.6082320295
662	0.6081830706
663	0.6080910383
664	0.6079968262
665	0.6079081072
666	0.6078706578
667	0.6078357806
668	0.6078001186
669	0.6077253505
670	0.6076674107
671	0.6076014491
672	0.6074936349
673	0.6073736572
674	0.6072933524
675	0.6072499302
676	0.6072304862
677	0.6071278599
678	0.6070819964
679	0.6070114572
680	0.6069151088
681	0.6067760795
682	0.6067228481
683	0.6066759382
684	0.6066452898
685	0.6065718297
686	0.6065475028
687	0.6064644514
688	0.6063799177
689	0.6063043213
690	0.60626491
691	0.6061644636
692	0.6061026437
693	0.6060719081
694	0.6059933036
695	0.6059276036
696	0.6058362688
697	0.6057451521
698	0.6057227434
699	0.6056750924
700	0.6056072998
701	0.6055829293
702	0.6055306135
703	0.6054600307
704	0.6053845651
705	0.605292838
706	0.6052145386
707	0.6051597813
708	0.6050669643
709	0.6049866595
710	0.6049677822
711	0.604912371
712	0.604829058
713	0.6047659738
714	0.6046786935
715	0.6046007429
716	0.6045396641
717	0.6045266724
718	0.6044938878
719	0.6044309344
720	0.6043898228
721	0.6043360683
722	0.6043308803
723	0.604298924
724	0.6041699219
725	0.6040508161
726	0.6040267508
727	0.603958653
728	0.6039304025
729	0.6038682338
730	0.6038244629
731	0.6037183489
732	0.6036435808
733	0.6035526821
734	0.6034579904
735	0.6034385463
736	0.6033452497
737	0.6033182635
738	0.6032266671
739	0.603109436
740	0.6030515834
741	0.6029540144
742	0.6028659494
743	0.6027579607
744	0.6026774379
745	0.6026016235
746	0.6025913783
747	0.602507673
748	0.6024662999
749	0.6024560111
750	0.6023370797
751	0.6023173741
752	0.6022545515
753	0.6021489607
754	0.6021049717
755	0.6020423235
756	0.6019821603
757	0.6019137137
758	0.6018858991
759	0.601796439
760	0.6017014422
761	0.6016036987
762	0.6015136283
763	0.6014780971
764	0.6014000593
765	0.6013646589
766	0.6012913295
767	0.6011748396
768	0.6010979353
769	0.6009790911
770	0.6009050642
771	0.6008640398
772	0.6008249773
773	0.6007373047
774	0.6007039533
775	0.6006171962
776	0.600579834
777	0.6004933384
778	0.6004391044
779	0.6003785924
780	0.6003505598
781	0.6003282819
782	0.6002771868
783	0.6001652309
784	0.6000279018
785	0.5999235317
786	0.5998811558
787	0.5998278373
788	0.5997367641
789	0.5996550642
790	0.5996101597
791	0.5995145089
792	0.5994697789
793	0.5994207764
794	0.599241333
795	0.5992004395
796	0.5991498239
797	0.5991145543
798	0.5990920585
799	0.5990194266
800	0.5989276559
801	0.5988758196
802	0.5988096837
803	0.5987109375
804	0.5986250523
805	0.5985966274
806	0.5985854667
807	0.5984832764
808	0.5984192766
809	0.5983144706
810	0.5982282802
811	0.5981089565
812	0.5980084664
813	0.5979783412
814	0.5978752354
815	0.5978100586
816	0.5977381243
817	0.5976582118
818	0.5975183541
819	0.5974691336
820	0.5974380493
821	0.5973413958
822	0.597266061
823	0.5972068133
824	0.5971799578
825	0.5970873152
826	0.5970232282
827	0.5969988142
828	0.5969471959
829	0.5968887765
830	0.5968189784
831	0.5967638288
832	0.5967370605
833	0.5966140311
834	0.5965395682
835	0.596479187
836	0.5964522879
837	0.5963367571
838	0.59624006
839	0.5962067958
840	0.5961234828
841	0.5960293143
842	0.5959537615
843	0.5958857945
844	0.5958125087
845	0.5957645089
846	0.5957242693
847	0.5956723022
848	0.5956010219
849	0.5955386789
850	0.5954512242
851	0.5953926304
852	0.5952965437
853	0.5951775687
854	0.5950978306
855	0.5949884033
856	0.5948904855
857	0.5947724261
858	0.5946851458
859	0.5945849609
860	0.594405256
861	0.5943430001
862	0.5942265102
863	0.5941830444
864	0.5940761893
865	0.5939635359
866	0.593933367
867	0.5937973894
868	0.5937327794
869	0.5936029925
870	0.5935682024
871	0.5935622733
872	0.5935288783
873	0.5934883336
874	0.5934504918
875	0.593389631
876	0.5933381435
877	0.5933023943
878	0.5931970651
879	0.5931741333
880	0.5931054252
881	0.5930376325
882	0.5929698835
883	0.5929305594
884	0.5928675188
885	0.5928265381
886	0.592706386
887	0.5926563372
888	0.5926147461
889	0.5925670515
890	0.5925105068
891	0.5924363926
892	0.5923774501
893	0.5923073469
894	0.5922222464
895	0.592147086
896	0.5920564052
897	0.5919622803
898	0.5918630545
899	0.5918324934
900	0.5918135725
901	0.5917720686
902	0.5916717965
903	0.5916109358
904	0.5915533011
905	0.5914208548
906	0.5914042446
907	0.5913519723
908	0.5912587629
909	0.5912282889
910	0.5911559187
911	0.5910920497
912	0.5910471453
913	0.590997576
914	0.5909242467
915	0.5908284651
916	0.5907577079
917	0.5907070923
918	0.5906671579
919	0.5906339809
920	0.5905594308
921	0.5905192348
922	0.590443682
923	0.5903804234
924	0.5902904837
925	0.5901724243
926	0.5901162284
927	0.5900442069
928	0.5899753244
929	0.5898776681
930	0.5898616246
931	0.5898494176
932	0.5898093959
933	0.5897073364
934	0.5896376256
935	0.5896034895
936	0.5895589338
937	0.5894480678
938	0.58937003
939	0.5892812674
940	0.5892380633
941	0.5892206682
942	0.5891617257
943	0.5891474261
944	0.5890625436
945	0.5889859445
946	0.5888990566
947	0.5887910679
948	0.5887235805
949	0.5886932373
950	0.5886165074
951	0.5885074724
952	0.5884568569
953	0.5883258057
954	0.5882689558
955	0.5881861659
956	0.5880977086
957	0.5879815238
958	0.5879449899
959	0.587891061
960	0.5878322056
961	0.5877260481
962	0.5876717704
963	0.5876245989
964	0.5875482614
965	0.5874948992
966	0.5874113682
967	0.5873048183
968	0.5872347151
969	0.5871701486
970	0.5870978655
971	0.5870137678
972	0.5869877842
973	0.586980678
974	0.5868647984
975	0.5867506627
976	0.5866833496
977	0.5865826852
978	0.5865225656
979	0.5864692034
980	0.5864594378
981	0.5864113944
982	0.5863562012
983	0.5863069371
984	0.5862796892
985	0.5862018694
986	0.5861560059
987	0.5861017282
988	0.586040257
989	0.5859820557
990	0.5858935983
991	0.5857892718
992	0.5856995501
993	0.5856756592
994	0.5856175886
995	0.5856056431
996	0.5855482701
997	0.5855412074
998	0.5854625593
999	0.5854212298
